beta1,beta2,nand_beta_z,or_beta_z,xor_beta_z
0.981132075472,0.0062893081761,0.999725309818,0.999589234152,0.999660387924
0.987421383648,0.0062893081761,0.99969623825,0.999628542757,0.999660443527
0.993710691824,0.0062893081761,0.999664090955,0.999664090955,0.999660461997
1,0.0062893081761,0.999628542757,0.99969623825,0.999660443527
0,0.0125786163522,0.999999999954,0.000409741062627,0.000337274100601
0.0062893081761,0.0125786163522,0.999999999949,0.00045309912636,0.000337508079519
0.0125786163522,0.0125786163522,0.999999999943,0.000501042960886,0.000337766994166
0.0188679245283,0.0125786163522,0.999999999937,0.000554057067982,0.000338053521354
0.0251572327044,0.0125786163522,0.999999999931,0.000612677024371,0.000338370629551
0.0314465408805,0.0125786163522,0.999999999924,0.000677494840478,0.000338721611644
0.0377358490566,0.0125786163522,0.999999999915,0.000749164875728,0.000339110121522
0.0440251572327,0.0125786163522,0.999999999906,0.00082841036693,0.000339540215139
0.0503144654088,0.0125786163522,0.999999999897,0.000916030631761,0.000340016396462
0.0566037735849,0.0125786163522,0.999999999886,0.00101290901525,0.00034054366914
0.062893081761,0.0125786163522,0.999999999874,0.0011200216536,0.000341127594534
0.0691823899371,0.0125786163522,0.99999999986,0.00123844713648,0.000341774357116
0.0754716981132,0.0125786163522,0.999999999845,0.00136937715667,0.000342490838199
0.0817610062893,0.0125786163522,0.999999999829,0.00151412824336,0.000343284699267
0.0880503144654,0.0125786163522,0.999999999811,0.00167415468456,0.000344164476289
0.0943396226415,0.0125786163522,0.999999999791,0.00185106275245,0.000345139686767
0.100628930818,0.0125786163522,0.999999999769,0.00204662635561,0.000346220951371
0.106918238994,0.0125786163522,0.999999999744,0.00226280425146,0.000347420132608
0.11320754717,0.0125786163522,0.999999999717,0.00250175896313,0.000348750493221
0.119496855346,0.0125786163522,0.999999999687,0.00276587755512,0.000350226877618
0.125786163522,0.0125786163522,0.999999999654,0.00305779443323,0.000351865920295
0.132075471698,0.0125786163522,0.999999999617,0.00338041634471,0.000353686285918
0.138364779874,0.0125786163522,0.999999999577,0.00373694976505,0.00035570894679
0.14465408805,0.0125786163522,0.999999999532,0.00413093086763,0.000357957504544
0.150943396226,0.0125786163522,0.999999999482,0.00456625828081,0.00036045856435
0.157232704403,0.0125786163522,0.999999999428,0.00504722884466,0.000363242171865
0.163522012579,0.0125786163522,0.999999999367,0.00557857658362,0.000366342325166
0.169811320755,0.0125786163522,0.9999999993,0.0061655151137,0.000369797577072
0.176100628931,0.0125786163522,0.999999999226,0.00681378369965,0.00037365174642
0.182389937107,0.0125786163522,0.999999999144,0.00752969717048,0.000377954761665
0.188679245283,0.0125786163522,0.999999999053,0.00832019988578,0.000382763665582
0.194968553459,0.0125786163522,0.999999998953,0.00919292392269,0.000388143817205
0.201257861635,0.0125786163522,0.999999998842,0.010156251618,0.000394170336222
0.207547169811,0.0125786163522,0.99999999872,0.0112193825515,0.000400929846833
0.213836477987,0.0125786163522,0.999999998584,0.0123924049927,0.000408522593492
0.220125786164,0.0125786163522,0.999999998435,0.0136863717459,0.000417065020364
0.22641509434,0.0125786163522,0.999999998269,0.0151133802208,0.000426692932424
0.232704402516,0.0125786163522,0.999999998085,0.0166866564144,0.000437565389644
0.238993710692,0.0125786163522,0.999999997883,0.01842064232,0.000449869530301
0.245283018868,0.0125786163522,0.999999997659,0.0203310860606,0.000463826578566
0.251572327044,0.0125786163522,0.999999997411,0.0224351337886,0.000479699370126
0.25786163522,0.0125786163522,0.999999997137,0.024751422075,0.000497801835547
0.264150943396,0.0125786163522,0.999999996834,0.0273001691432,0.000518511023865
0.270440251572,0.0125786163522,0.999999996498,0.0301032628571,0.000542282443259
0.276729559748,0.0125786163522,0.999999996128,0.0331843428675,0.000569669761755
0.283018867925,0.0125786163522,0.999999995718,0.0365688737305,0.000601350277591
0.289308176101,0.0125786163522,0.999999995264,0.0402842051504,0.000638158077826
0.295597484277,0.0125786163522,0.999999994763,0.0443596147637,0.000681127515279
0.301886792453,0.0125786163522,0.999999994209,0.0488263280793,0.000731550635215
0.308176100629,0.0125786163522,0.999999993595,0.0537175093387,0.000791053603003
0.314465408805,0.0125786163522,0.999999992917,0.059068216189,0.000861699211721
0.320754716981,0.0125786163522,0.999999992168,0.0649153102005,0.000946125464578
0.327044025157,0.0125786163522,0.999999991338,0.0712973144729,0.0010477344514
0.333333333333,0.0125786163522,0.999999990421,0.0782542089207,0.00117095189941
0.339622641509,0.0125786163522,0.999999989407,0.0858271534068,0.00132158682455
0.345911949686,0.0125786163522,0.999999988286,0.0940581288108,0.00150733407589
0.352201257862,0.0125786163522,0.999999987046,0.102989486505,0.0017384824272
0.358490566038,0.0125786163522,0.999999985675,0.112663397713,0.00202892053112
0.364779874214,0.0125786163522,0.999999984158,0.12312119601,0.00239757751811
0.37106918239,0.0125786163522,0.999999982481,0.134402608914,0.00287050184227
0.377358490566,0.0125786163522,0.999999980626,0.146544878301,0.00348388240741
0.383647798742,0.0125786163522,0.999999978575,0.159581774279,0.00428846652468
0.389937106918,0.0125786163522,0.999999976307,0.173542513292,0.00535605316544
0.396226415094,0.0125786163522,0.999999973799,0.188450598404,0.00678906826974
0.40251572327,0.0125786163522,0.999999971025,0.204322607868,0.00873469780494
0.408805031447,0.0125786163522,0.999999967957,0.221166966696,0.0114056933292
0.415094339623,0.0125786163522,0.999999964565,0.238982744632,0.0151107603669
0.421383647799,0.0125786163522,0.999999960814,0.257758531811,0.0202982427443
0.427672955975,0.0125786163522,0.999999956665,0.277471449737,0.0276171310199
0.433962264151,0.0125786163522,0.999999952077,0.298086358972,0.0379979807041
0.440251572327,0.0125786163522,0.999999947004,0.319555325237,0.052750341478
0.446540880503,0.0125786163522,0.999999941394,0.341817401584,0.0736575910117
0.452830188679,0.0125786163522,0.999999935189,0.364798775442,0.103017330223
0.459119496855,0.0125786163522,0.999999928328,0.388413315522,0.143521971284
0.465408805031,0.0125786163522,0.99999992074,0.412563535133,0.197818907122
0.471698113208,0.0125786163522,0.999999912349,0.437141966511,0.267609351947
0.477987421384,0.0125786163522,0.99999990307,0.462032916747,0.352378314886
0.48427672956,0.0125786163522,0.999999892808,0.48711455184,0.448341168245
0.490566037736,0.0125786163522,0.99999988146,0.5122612335,0.548568345176
0.496855345912,0.0125786163522,0.999999868911,0.537346015791,0.644778207806
