epsilon1,epsilon0,epsilon_z,beta1,beta_v,beta_z_infinity
1,1.1,0.1,2.41979949875,-7.69799498747,1.31574663302
1,1.1,0.1,2.42481203008,-7.74812030075,1.31466486806
1,1.1,0.1,2.4298245614,-7.79824561404,1.31358511043
1,1.1,0.1,2.43483709273,-7.84837092732,1.31250736806
1,1.1,0.1,2.43984962406,-7.8984962406,1.31143164881
1,1.1,0.1,2.44486215539,-7.94862155388,1.31035796047
1,1.1,0.1,2.44987468672,-7.99874686717,1.30928631072
1,1.1,0.1,2.45488721805,-8.04887218045,1.30821670718
1,1.1,0.1,2.45989974937,-8.09899749373,1.3071491574
1,1.1,0.1,2.4649122807,-8.14912280702,1.30608366884
1,1.1,0.1,2.46992481203,-8.1992481203,1.30502024885
1,1.1,0.1,2.47493734336,-8.24937343358,1.30395890476
1,1.1,0.1,2.47994987469,-8.29949874687,1.30289964376
1,1.1,0.1,2.48496240602,-8.34962406015,1.30184247299
1,1.1,0.1,2.48997493734,-8.39974937343,1.30078739952
1,1.1,0.1,2.49498746867,-8.44987468672,1.29973443031
1,1.1,0.1,2.5,-8.5,1.29868357225
2,2.1,0.1,0.5,21.5,1.89528768846
2,2.1,0.1,0.505012531328,21.3997493734,1.89434420554
2,2.1,0.1,0.510025062657,21.2994987469,1.89339323446
2,2.1,0.1,0.515037593985,21.1992481203,1.89243473409
2,2.1,0.1,0.520050125313,21.0989974937,1.89146866337
2,2.1,0.1,0.525062656642,20.9987468672,1.89049498139
2,2.1,0.1,0.53007518797,20.8984962406,1.88951364735
2,2.1,0.1,0.535087719298,20.798245614,1.88852462057
2,2.1,0.1,0.540100250627,20.6979949875,1.88752786052
2,2.1,0.1,0.545112781955,20.5977443609,1.88652332682
2,2.1,0.1,0.550125313283,20.4974937343,1.88551097925
2,2.1,0.1,0.555137844612,20.3972431078,1.88449077773
2,2.1,0.1,0.56015037594,20.2969924812,1.88346268237
2,2.1,0.1,0.565162907268,20.1967418546,1.88242665345
2,2.1,0.1,0.570175438596,20.0964912281,1.88138265145
2,2.1,0.1,0.575187969925,19.9962406015,1.88033063703
2,2.1,0.1,0.580200501253,19.8959899749,1.87927057108
2,2.1,0.1,0.585213032581,19.7957393484,1.87820241467
2,2.1,0.1,0.59022556391,19.6954887218,1.87712612912
2,2.1,0.1,0.595238095238,19.5952380952,1.87604167598
2,2.1,0.1,0.600250626566,19.4949874687,1.87494901702
2,2.1,0.1,0.605263157895,19.3947368421,1.87384811428
2,2.1,0.1,0.610275689223,19.2944862155,1.87273893006
2,2.1,0.1,0.615288220551,19.194235589,1.87162142691
2,2.1,0.1,0.62030075188,19.0939849624,1.87049556768
2,2.1,0.1,0.625313283208,18.9937343358,1.8693613155
2,2.1,0.1,0.630325814536,18.8934837093,1.8682186338
2,2.1,0.1,0.635338345865,18.7932330827,1.8670674863
2,2.1,0.1,0.640350877193,18.6929824561,1.86590783707
2,2.1,0.1,0.645363408521,18.5927318296,1.86473965048
2,2.1,0.1,0.65037593985,18.492481203,1.86356289125
2,2.1,0.1,0.655388471178,18.3922305764,1.86237752445
2,2.1,0.1,0.660401002506,18.2919799499,1.86118351549
2,2.1,0.1,0.665413533835,18.1917293233,1.85998083018
2,2.1,0.1,0.670426065163,18.0914786967,1.85876943468
2,2.1,0.1,0.675438596491,17.9912280702,1.85754929555
2,2.1,0.1,0.68045112782,17.8909774436,1.85632037976
2,2.1,0.1,0.685463659148,17.790726817,1.85508265467
2,2.1,0.1,0.690476190476,17.6904761905,1.85383608809
2,2.1,0.1,0.695488721805,17.5902255639,1.85258064824
2,2.1,0.1,0.700501253133,17.4899749373,1.85131630379
2,2.1,0.1,0.705513784461,17.3897243108,1.85004302387
2,2.1,0.1,0.710526315789,17.2894736842,1.84876077807
