beta1,beta_v,regime
2.65210420842,-1.95631262525,heat_engine
2.65971943888,-1.97915831663,heat_engine
2.66733466934,-2.00200400802,heat_engine
2.6749498998,-2.0248496994,heat_engine
2.68256513026,-2.04769539078,heat_engine
2.69018036072,-2.07054108216,heat_engine
2.69779559118,-2.09338677355,heat_engine
2.70541082164,-2.11623246493,heat_engine
2.7130260521,-2.13907815631,heat_engine
2.72064128257,-2.1619238477,heat_engine
2.72825651303,-2.18476953908,heat_engine
2.73587174349,-2.20761523046,heat_engine
2.74348697395,-2.23046092184,heat_engine
2.75110220441,-2.25330661323,heat_engine
2.75871743487,-2.27615230461,heat_engine
2.76633266533,-2.29899799599,heat_engine
2.77394789579,-2.32184368737,heat_engine
2.78156312625,-2.34468937876,heat_engine
2.78917835671,-2.36753507014,heat_engine
2.79679358717,-2.39038076152,heat_engine
2.80440881764,-2.41322645291,heat_engine
2.8120240481,-2.43607214429,heat_engine
2.81963927856,-2.45891783567,heat_engine
2.82725450902,-2.48176352705,heat_engine
2.83486973948,-2.50460921844,heat_engine
2.84248496994,-2.52745490982,heat_engine
2.8501002004,-2.5503006012,heat_engine
2.85771543086,-2.57314629259,heat_engine
2.86533066132,-2.59599198397,heat_engine
2.87294589178,-2.61883767535,heat_engine
2.88056112224,-2.64168336673,heat_engine
2.88817635271,-2.66452905812,heat_engine
2.89579158317,-2.6873747495,heat_engine
2.90340681363,-2.71022044088,heat_engine
2.91102204409,-2.73306613226,heat_engine
2.91863727455,-2.75591182365,heat_engine
2.92625250501,-2.77875751503,heat_engine
2.93386773547,-2.80160320641,heat_engine
2.94148296593,-2.8244488978,heat_engine
2.94909819639,-2.84729458918,heat_engine
2.95671342685,-2.87014028056,heat_engine
2.96432865731,-2.89298597194,heat_engine
2.97194388778,-2.91583166333,heat_engine
2.97955911824,-2.93867735471,heat_engine
2.9871743487,-2.96152304609,heat_engine
2.99478957916,-2.98436873747,heat_engine
3.00240480962,-3.00721442886,heat_engine
3.01002004008,-3.03006012024,heat_engine
3.01763527054,-3.05290581162,heat_engine
3.025250501,-3.07575150301,heat_engine
3.03286573146,-3.09859719439,heat_engine
3.04048096192,-3.12144288577,heat_engine
3.04809619238,-3.14428857715,heat_engine
3.05571142285,-3.16713426854,heat_engine
3.06332665331,-3.18997995992,heat_engine
3.07094188377,-3.2128256513,heat_engine
3.07855711423,-3.23567134269,heat_engine
3.08617234469,-3.25851703407,heat_engine
3.09378757515,-3.28136272545,heat_engine
3.10140280561,-3.30420841683,heat_engine
3.10901803607,-3.32705410822,heat_engine
3.11663326653,-3.3498997996,heat_engine
3.12424849699,-3.37274549098,heat_engine
3.13186372745,-3.39559118236,heat_engine
3.13947895792,-3.41843687375,heat_engine
3.14709418838,-3.44128256513,heat_engine
3.15470941884,-3.46412825651,heat_engine
3.1623246493,-3.4869739479,heat_engine
3.16993987976,-3.50981963928,heat_engine
3.17755511022,-3.53266533066,heat_engine
3.18517034068,-3.55551102204,heat_engine
3.19278557114,-3.57835671343,heat_engine
3.2004008016,-3.60120240481,heat_engine
3.20801603206,-3.62404809619,heat_engine
3.21563126253,-3.64689378758,heat_engine
3.22324649299,-3.66973947896,heat_engine
3.23086172345,-3.69258517034,heat_engine
3.23847695391,-3.71543086172,heat_engine
3.24609218437,-3.73827655311,heat_engine
3.25370741483,-3.76112224449,heat_engine
3.26132264529,-3.78396793587,heat_engine
3.26893787575,-3.80681362725,heat_engine
3.27655310621,-3.82965931864,heat_engine
3.28416833667,-3.85250501002,heat_engine
3.29178356713,-3.8753507014,heat_engine
3.2993987976,-3.89819639279,heat_engine
3.30701402806,-3.92104208417,heat_engine
3.31462925852,-3.94388777555,heat_engine
3.32224448898,-3.96673346693,heat_engine
3.32985971944,-3.98957915832,heat_engine
