dt,memory_time,svd_tolerance,t_end,final_sigma_z,drift_from_first,step_drift,pass_tolerance,passes_step_tolerance,elapsed_seconds
0.2,1.0,1e-06,1.0,0.7042739317791874,0.0,0.0,0.001,False,0.7184578309970675
0.1,1.0,1e-06,1.0,0.7015627596428891,0.0027111721362983454,0.0027111721362983454,0.001,False,1.0493058249994647
0.05,1.0,1e-06,1.0,0.7009048970931746,0.003369034686012795,0.0006578625497144497,0.001,True,4.4317368819974945
