regime,zeta,max_trace_deviation,max_hermiticity_error,final_purity,final_sigma_z,elapsed_seconds,dt,memory_time,svd_tolerance
sub_ohmic,0.5,3.7221487327876446e-06,5.01073723158251e-07,0.5070038275865172,-0.11837152273852691,20.99614447199565,0.1,1.2,1e-06
ohmic,1.0,1.8841160881688523e-05,6.667421631238003e-08,0.5248363764393233,0.222958370205796,6.58283612899686,0.1,1.2,1e-06
super_ohmic,3.0,1.0884905226715702e-05,5.327395417026663e-09,0.8420787065599561,0.8271512454272634,4.478965823996987,0.1,1.2,1e-06
