dt,memory_time,svd_tolerance,t_end,final_sigma_z,drift_from_first,step_drift,pass_tolerance,passes_step_tolerance,elapsed_seconds
0.1,0.4,1e-06,1.0,0.7098376915523216,0.0,0.0,0.001,False,0.5497251870037871
0.1,0.6,1e-06,1.0,0.7044038249979155,0.0054338665544060305,0.0054338665544060305,0.001,False,0.9399475690006511
0.1,0.8,1e-06,1.0,0.7019510428618989,0.00788664869042266,0.002452782136016629,0.001,False,1.4004033719975268
0.1,1.0,1e-06,1.0,0.7015627605533172,0.008274930999004337,0.0003882823085816778,0.001,True,0.9490911829998367
