dt,memory_time,svd_tolerance,t_end,final_sigma_z,drift_from_first,step_drift,pass_tolerance,passes_step_tolerance,elapsed_seconds
0.25,0.5,0.0001,1.0,0.7095019813620524,0.0,0.0,0.001,False,0.1706971559979138
0.2,0.6,1e-05,1.0,0.706129755747153,0.003372225614899471,0.003372225614899471,0.001,False,0.17896473399741808
0.1,0.8,1e-05,1.0,0.7018957414376896,0.007606239924362823,0.004234014309463352,0.001,False,0.6417980219994206
0.08,1.0,5e-06,1.0,0.7135986679066596,0.004096686544607153,0.011702926468969976,0.001,False,0.8931231629976537
0.05,1.0,1e-06,1.0,0.7009047551375112,0.008597226224541288,0.012693912769148441,0.001,False,3.213083918002667
