drive_amplitude,buffer_coupling,coupling_scale,architecture,truth_table_accuracy,min_margin,final_trace_distance,integrated_drive_work_proxy,phase_label
0.2,0.01,0.5,direct_three_qubit,1.0,0.49587993549917786,0.024650126342162543,0.0,robust_pass
0.2,0.01,0.5,floquet_buffered_three_qubit,1.0,0.47382912261960164,0.024400560800730102,-0.0011807625437903974,robust_pass
0.2,0.01,1.0,direct_three_qubit,1.0,0.49994201078120737,0.024852148875826846,0.0,robust_pass
0.2,0.01,1.0,floquet_buffered_three_qubit,1.0,0.48436863470318636,0.024658947111984006,-0.002135606583005903,robust_pass
0.2,0.01,1.5,direct_three_qubit,1.0,0.499950293953461,0.024852345695947464,0.0,robust_pass
0.2,0.01,1.5,floquet_buffered_three_qubit,1.0,0.48843666321952095,0.02471025545014375,-0.003067902404627826,robust_pass
0.2,0.01,2.0,direct_three_qubit,1.0,0.4999098373002768,0.02485283858329007,0.0,robust_pass
0.2,0.01,2.0,floquet_buffered_three_qubit,1.0,0.4914966651062418,0.024748042219033175,-0.003964706868557365,robust_pass
0.2,0.02,0.5,direct_three_qubit,1.0,0.49587993549917786,0.024650126342162543,0.0,robust_pass
0.2,0.02,0.5,floquet_buffered_three_qubit,1.0,0.41470053364987813,0.023694739929449756,-0.0011775934980260317,robust_pass
0.2,0.02,1.0,direct_three_qubit,1.0,0.49994201078120737,0.024852148875826846,0.0,robust_pass
0.2,0.02,1.0,floquet_buffered_three_qubit,1.0,0.4391485103903623,0.024100658762982577,-0.0021335098271369397,robust_pass
0.2,0.02,1.5,direct_three_qubit,1.0,0.499950293953461,0.024852345695947464,0.0,robust_pass
0.2,0.02,1.5,floquet_buffered_three_qubit,1.0,0.45464977676587015,0.02429306710934423,-0.003065319651855944,robust_pass
0.2,0.02,2.0,direct_three_qubit,1.0,0.4999098373002768,0.02485283858329007,0.0,robust_pass
0.2,0.02,2.0,floquet_buffered_three_qubit,1.0,0.4665292032997599,0.024439776785011823,-0.003961462634544298,robust_pass
0.2,0.04,0.5,direct_three_qubit,1.0,0.49587993549917786,0.024650126342162543,0.0,robust_pass
0.2,0.04,0.5,floquet_buffered_three_qubit,1.0,0.2214858349131008,0.021273442749200712,-0.0011684497687128076,robust_pass
0.2,0.04,1.0,direct_three_qubit,1.0,0.49994201078120737,0.024852148875826846,0.0,robust_pass
0.2,0.04,1.0,floquet_buffered_three_qubit,1.0,0.277289889662812,0.022099692338011852,-0.002126575648027515,robust_pass
0.2,0.04,1.5,direct_three_qubit,1.0,0.499950293953461,0.024852345695947464,0.0,robust_pass
0.2,0.04,1.5,floquet_buffered_three_qubit,1.0,0.33026499837617784,0.022756056450051854,-0.0030570733273909247,robust_pass
0.2,0.04,2.0,direct_three_qubit,1.0,0.4999098373002768,0.02485283858329007,0.0,robust_pass
0.2,0.04,2.0,floquet_buffered_three_qubit,1.0,0.37262751251100146,0.02327974034712315,-0.003950389098745691,robust_pass
0.2,0.08,0.5,direct_three_qubit,1.0,0.49587993549917786,0.024650126342162543,0.0,robust_pass
0.2,0.08,0.5,floquet_buffered_three_qubit,0.5,0.2759389798490386,0.01512954359727925,-0.0011542796422870116,fail
0.2,0.08,1.0,direct_three_qubit,1.0,0.49994201078120737,0.024852148875826846,0.0,robust_pass
