architecture,input_bit,beta1,expected_output_bit,time,beta_virtual,target_output_beta,output_excited_population,output_beta_effective,decoded_output_bit,is_correct,drive_power
direct_three_qubit,0,1.0,1,7.6499999999999995,101.5,1.9999607626096199,0.4551201734170795,1.8000376718819415,1,True,0.0
direct_three_qubit,0,1.0,1,7.8,101.5,1.9999607626096199,0.4550317740303922,1.8036024244391298,1,True,0.0
direct_three_qubit,0,1.0,1,7.949999999999999,101.5,1.9999607626096199,0.45494494674898023,1.8071038922680671,1,True,0.0
direct_three_qubit,0,1.0,1,8.1,101.5,1.9999607626096199,0.45485966403312833,1.8105431802345446,1,True,0.0
direct_three_qubit,0,1.0,1,8.25,101.5,1.9999607626096199,0.45477589899231646,1.8139213672431478,1,True,0.0
direct_three_qubit,0,1.0,1,8.4,101.5,1.9999607626096199,0.4546936253852208,1.8172395062287652,1,True,0.0
direct_three_qubit,0,1.0,1,8.549999999999999,101.5,1.9999607626096199,0.45461281761971306,1.8204986241483818,1,True,0.0
direct_three_qubit,0,1.0,1,8.7,101.5,1.9999607626096199,0.4545334507528606,1.8236997219730706,1,True,0.0
direct_three_qubit,0,1.0,1,8.85,101.5,1.9999607626096199,0.4544555004909264,1.826843774680163,1,True,0.0
direct_three_qubit,0,1.0,1,9.0,101.5,1.9999607626096199,0.45437894318936906,1.8299317312456425,1,True,0.0
direct_three_qubit,0,1.0,1,9.15,101.5,1.9999607626096199,0.4543037526315464,1.8329646445738934,1,True,0.0
direct_three_qubit,0,1.0,1,9.299999999999999,101.5,1.9999607626096199,0.45422989607646974,1.8359438309339595,1,True,0.0
direct_three_qubit,0,1.0,1,9.45,101.5,1.9999607626096199,0.454157349141882,1.8388702696207788,1,True,0.0
direct_three_qubit,0,1.0,1,9.6,101.5,1.9999607626096199,0.45408608855779314,1.8417448952290962,1,True,0.0
direct_three_qubit,0,1.0,1,9.75,101.5,1.9999607626096199,0.45401609159117595,1.8445686208524288,1,True,0.0
direct_three_qubit,0,1.0,1,9.9,101.5,1.9999607626096199,0.45394733604596554,1.8473423380768785,1,True,0.0
direct_three_qubit,0,1.0,1,10.049999999999999,101.5,1.9999607626096199,0.45387980026306024,1.850066916975046,1,True,0.0
direct_three_qubit,0,1.0,1,10.2,101.5,1.9999607626096199,0.4538134631203207,1.852743206100165,1,True,0.0
direct_three_qubit,0,1.0,1,10.35,101.5,1.9999607626096199,0.45374830403257055,1.8553720324803704,1,True,0.0
direct_three_qubit,0,1.0,1,10.5,101.5,1.9999607626096199,0.45368430295159606,1.8579542016130979,1,True,0.0
direct_three_qubit,0,1.0,1,10.65,101.5,1.9999607626096199,0.45362144036614593,1.8604904974597019,1,True,0.0
direct_three_qubit,0,1.0,1,10.799999999999999,101.5,1.9999607626096199,0.45355969730193174,1.8629816824401553,1,True,0.0
direct_three_qubit,0,1.0,1,10.95,101.5,1.9999607626096199,0.45349905532162804,1.865428497427919,1,True,0.0
direct_three_qubit,0,1.0,1,11.1,101.5,1.9999607626096199,0.4534394965248715,1.8678316617449957,1,True,0.0
direct_three_qubit,0,1.0,1,11.25,101.5,1.9999607626096199,0.4533810035482621,1.8701918731570513,1,True,0.0
direct_three_qubit,0,1.0,1,11.4,101.5,1.9999607626096199,0.4533235595653623,1.8725098078687576,1,True,0.0
direct_three_qubit,0,1.0,1,11.549999999999999,101.5,1.9999607626096199,0.45326714828669706,1.874786120519211,1,True,0.0
direct_three_qubit,0,1.0,1,11.7,101.5,1.9999607626096199,0.4532117539597541,1.8770214441775208,1,True,0.0
direct_three_qubit,0,1.0,1,11.85,101.5,1.9999607626096199,0.4531573613689841,1.8792163903384977,1,True,0.0
direct_three_qubit,0,1.0,1,12.0,101.5,1.9999607626096199,0.4531039558358004,1.8813715489185079,1,True,0.0
direct_three_qubit,0,1.0,1,12.15,101.5,1.9999607626096199,0.4530515232185788,1.8834874882514365,1,True,0.0
direct_three_qubit,0,1.0,1,12.299999999999999,101.5,1.9999607626096199,0.4530000499126579,1.885564755084779,1,True,0.0
direct_three_qubit,0,1.0,1,12.45,101.5,1.9999607626096199,0.4529495228066302,1.8876038763398173,1,True,0.0
direct_three_qubit,0,1.0,1,12.6,101.5,1.9999607626096199,0.4528999104655533,1.8896061185184347,1,True,0.0
direct_three_qubit,0,1.0,1,12.75,101.5,1.9999607626096199,0.4528511822518629,1.8915727160715705,1,True,0.0
direct_three_qubit,0,1.0,1,12.9,101.5,1.9999607626096199,0.4528033220534554,1.8935043173323718,1,True,0.0
direct_three_qubit,0,1.0,1,13.049999999999999,101.5,1.9999607626096199,0.452756314102803,1.8954015568052358,1,True,0.0
direct_three_qubit,0,1.0,1,13.2,101.5,1.9999607626096199,0.4527101429769537,1.8972650551627392,1,True,0.0
direct_three_qubit,0,1.0,1,13.35,101.5,1.9999607626096199,0.45266479359753115,1.8990954192426885,1,True,0.0
direct_three_qubit,0,1.0,1,13.5,101.5,1.9999607626096199,0.4526202512307348,1.9008932420452243,1,True,0.0
direct_three_qubit,0,1.0,1,13.65,101.5,1.9999607626096199,0.45257650148733986,1.9026591027300306,1,True,0.0
direct_three_qubit,0,1.0,1,13.799999999999999,101.5,1.9999607626096199,0.45253353032269733,1.904393566613607,1,True,0.0
direct_three_qubit,0,1.0,1,13.95,101.5,1.9999607626096199,0.45249132403673387,1.9060971851666435,1,True,0.0
direct_three_qubit,0,1.0,1,14.1,101.5,1.9999607626096199,0.452449869273952,1.9077704960114272,1,True,0.0
direct_three_qubit,0,1.0,1,14.25,101.5,1.9999607626096199,0.45240915302343,1.9094140229193817,1,True,0.0
direct_three_qubit,0,1.0,1,14.399999999999999,101.5,1.9999607626096199,0.45236916261882165,1.91102827580864,1,True,0.0
direct_three_qubit,0,1.0,1,14.549999999999999,101.5,1.9999607626096199,0.4523298857383572,1.9126137507416776,1,True,0.0
direct_three_qubit,0,1.0,1,14.7,101.5,1.9999607626096199,0.4522913104048417,1.914170929923094,1,True,0.0
direct_three_qubit,0,1.0,1,14.85,101.5,1.9999607626096199,0.4522534249856566,1.9157002816973512,1,True,0.0
direct_three_qubit,0,1.0,1,15.0,101.5,1.9999607626096199,0.45221621819275887,1.917202260546667,1,True,0.0
direct_three_qubit,0,1.0,1,15.149999999999999,101.5,1.9999607626096199,0.4521796790826814,1.9186773070889258,1,True,0.0
direct_three_qubit,0,1.0,1,15.299999999999999,101.5,1.9999607626096199,0.4521437970565325,1.9201258480756882,1,True,0.0
direct_three_qubit,0,1.0,1,15.45,101.5,1.9999607626096199,0.4521085618599969,1.9215482963902164,1,True,0.0
direct_three_qubit,0,1.0,1,15.6,101.5,1.9999607626096199,0.45207396358333424,1.922945051045634,1,True,0.0
direct_three_qubit,0,1.0,1,15.75,101.5,1.9999607626096199,0.45203999266138045,1.9243164971830506,1,True,0.0
direct_three_qubit,0,1.0,1,15.899999999999999,101.5,1.9999607626096199,0.45200663846027944,1.9256630631262297,1,True,0.0
direct_three_qubit,0,1.0,1,16.05,101.5,1.9999607626096199,0.4519738786103787,1.9269856510409082,1,True,0.0
direct_three_qubit,0,1.0,1,16.2,101.5,1.9999607626096199,0.4519416993455982,1.9282848158024972,1,True,0.0
direct_three_qubit,0,1.0,1,16.349999999999998,101.5,1.9999607626096199,0.45191009005320804,1.9295609850172901,1,True,0.0
direct_three_qubit,0,1.0,1,16.5,101.5,1.9999607626096199,0.4518790403662463,1.9308145764042457,1,True,0.0
direct_three_qubit,0,1.0,1,16.65,101.5,1.9999607626096199,0.4518485401635198,1.93204599779354,1,True,0.0
direct_three_qubit,0,1.0,1,16.8,101.5,1.9999607626096199,0.4518185795696035,1.9332556471251794,1,True,0.0
direct_three_qubit,0,1.0,1,16.95,101.5,1.9999607626096199,0.45178914895484085,1.9344439124476343,1,True,0.0
direct_three_qubit,0,1.0,1,17.099999999999998,101.5,1.9999607626096199,0.4517602389353437,1.9356111719165392,1,True,0.0
direct_three_qubit,0,1.0,1,17.25,101.5,1.9999607626096199,0.45173184037299224,1.9367577937933955,1,True,0.0
direct_three_qubit,0,1.0,1,17.4,101.5,1.9999607626096199,0.45170394437543526,1.9378841364443502,1,True,0.0
direct_three_qubit,0,1.0,1,17.55,101.5,1.9999607626096199,0.4516765422960896,1.9389905483390113,1,True,0.0
direct_three_qubit,0,1.0,1,17.7,101.5,1.9999607626096199,0.4516496257341406,1.9400773680492658,1,True,0.0
direct_three_qubit,0,1.0,1,17.849999999999998,101.5,1.9999607626096199,0.45162318653454203,1.9411449242481638,1,True,0.0
direct_three_qubit,0,1.0,1,18.0,101.5,1.9999607626096199,0.4515972167880161,1.9421935357088327,1,True,0.0
direct_three_qubit,0,1.0,1,18.15,101.5,1.9999607626096199,0.4515717088310532,1.9432235113034257,1,True,0.0
direct_three_qubit,0,1.0,1,18.3,101.5,1.9999607626096199,0.4515466552459125,1.9442351500020763,1,True,0.0
direct_three_qubit,0,1.0,1,18.45,101.5,1.9999607626096199,0.45152204886062125,1.9452287408719449,1,True,0.0
direct_three_qubit,0,1.0,1,18.599999999999998,101.5,1.9999607626096199,0.4514978827489749,1.9462045630762626,1,True,0.0
direct_three_qubit,0,1.0,1,18.75,101.5,1.9999607626096199,0.4514741502305377,1.9471628858733607,1,True,0.0
direct_three_qubit,0,1.0,1,18.9,101.5,1.9999607626096199,0.4514508448706422,1.9481039686158237,1,True,0.0
direct_three_qubit,0,1.0,1,19.05,101.5,1.9999607626096199,0.45142796048038913,1.9490280607496102,1,True,0.0
direct_three_qubit,0,1.0,1,19.2,101.5,1.9999607626096199,0.45140549111664763,1.9499354018132071,1,True,0.0
direct_three_qubit,0,1.0,1,19.349999999999998,101.5,1.9999607626096199,0.451383427230541,1.9508263769678418,1,True,0.0
direct_three_qubit,0,1.0,1,19.5,101.5,1.9999607626096199,0.45136175334331025,1.9517016108568652,1,True,0.0
direct_three_qubit,0,1.0,1,19.65,101.5,1.9999607626096199,0.4513404620722238,1.9525614012144454,1,True,0.0
direct_three_qubit,0,1.0,1,19.8,101.5,1.9999607626096199,0.4513195465747873,1.9534060239751239,1,True,0.0
direct_three_qubit,0,1.0,1,19.95,101.5,1.9999607626096199,0.45129900017869085,1.954235748216413,1,True,0.0
direct_three_qubit,0,1.0,1,20.099999999999998,101.5,1.9999607626096199,0.4512788163818105,1.9550508361580934,1,True,0.0
direct_three_qubit,0,1.0,1,20.25,101.5,1.9999607626096199,0.45125898885220667,1.9558515431616215,1,True,0.0
direct_three_qubit,0,1.0,1,20.4,101.5,1.9999607626096199,0.4512395114281251,1.956638117729506,1,True,0.0
direct_three_qubit,0,1.0,1,20.55,101.5,1.9999607626096199,0.45122037811799603,1.9574108015047245,1,True,0.0
direct_three_qubit,0,1.0,1,20.7,101.5,1.9999607626096199,0.45120158310043545,1.958169829270109,1,True,0.0
direct_three_qubit,0,1.0,1,20.849999999999998,101.5,1.9999607626096199,0.45118312072424394,1.9589154289478408,1,True,0.0
direct_three_qubit,0,1.0,1,21.0,101.5,1.9999607626096199,0.4511649855084072,1.9596478215988755,1,True,0.0
direct_three_qubit,0,1.0,1,21.15,101.5,1.9999607626096199,0.4511471721420961,1.9603672214224384,1,True,0.0
direct_three_qubit,0,1.0,1,21.3,101.5,1.9999607626096199,0.451129675484666,1.9610738357555282,1,True,0.0
direct_three_qubit,0,1.0,1,21.45,101.5,1.9999607626096199,0.45111249056565794,1.9617678650723946,1,True,0.0
direct_three_qubit,0,1.0,1,21.599999999999998,101.5,1.9999607626096199,0.45109561258479763,1.9624495029841043,1,True,0.0
direct_three_qubit,0,1.0,1,21.75,101.5,1.9999607626096199,0.45107903691199575,1.963118936238061,1,True,0.0
direct_three_qubit,0,1.0,1,21.9,101.5,1.9999607626096199,0.45106275908734816,1.9637763447175731,1,True,0.0
direct_three_qubit,0,1.0,1,22.05,101.5,1.9999607626096199,0.45104677482113587,1.9644219014414128,1,True,0.0
direct_three_qubit,0,1.0,1,22.2,101.5,1.9999607626096199,0.45103107999382447,1.9650557725634392,1,True,0.0
direct_three_qubit,0,1.0,1,22.349999999999998,101.5,1.9999607626096199,0.451015670656065,1.9656781173721438,1,True,0.0
direct_three_qubit,0,1.0,1,22.5,101.5,1.9999607626096199,0.45100054302869336,1.9662890882903235,1,True,0.0
direct_three_qubit,0,1.0,1,22.65,101.5,1.9999607626096199,0.4509856934308619,1.966888833777304,1,True,0.0
direct_three_qubit,0,1.0,1,22.8,101.5,1.9999607626096199,0.4509711113953359,1.9674777763904834,1,True,0.0
direct_three_qubit,0,1.0,1,22.95,101.5,1.9999607626096199,0.45095678793144933,1.9680562790639138,1,True,0.0
direct_three_qubit,0,1.0,1,23.099999999999998,101.5,1.9999607626096199,0.4509427183606862,1.9686245305804984,1,True,0.0
direct_three_qubit,0,1.0,1,23.25,101.5,1.9999607626096199,0.4509288981095815,1.969182715487476,1,True,0.0
direct_three_qubit,0,1.0,1,23.4,101.5,1.9999607626096199,0.4509153227097227,1.9697310140960516,1,True,0.0
direct_three_qubit,0,1.0,1,23.55,101.5,1.9999607626096199,0.4509019877977487,1.9702696024811805,1,True,0.0
direct_three_qubit,0,1.0,1,23.7,101.5,1.9999607626096199,0.4508888891153503,1.970798652481253,1,True,0.0
direct_three_qubit,0,1.0,1,23.849999999999998,101.5,1.9999607626096199,0.45087602250927006,1.971318331697835,1,True,0.0
direct_three_qubit,0,1.0,1,24.0,101.5,1.9999607626096199,0.45086338393130226,1.9718288034954148,1,True,0.0
direct_three_qubit,0,1.0,1,24.15,101.5,1.9999607626096199,0.45085096943829345,1.972330227001124,1,True,0.0
direct_three_qubit,0,1.0,1,24.3,101.5,1.9999607626096199,0.45083877519214105,1.9728227571045502,1,True,0.0
direct_three_qubit,0,1.0,1,24.45,101.5,1.9999607626096199,0.45082679745979537,1.9733065444574238,1,True,0.0
direct_three_qubit,0,1.0,1,24.599999999999998,101.5,1.9999607626096199,0.45081503261325745,1.9737817354734717,1,True,0.0
direct_three_qubit,0,1.0,1,24.75,101.5,1.9999607626096199,0.4508034771295809,1.9742484723281228,1,True,0.0
direct_three_qubit,0,1.0,1,24.9,101.5,1.9999607626096199,0.4507921275908706,1.9747068929583504,1,True,0.0
direct_three_qubit,0,1.0,1,25.05,101.5,1.9999607626096199,0.4507809806842838,1.975157131062419,1,True,0.0
direct_three_qubit,0,1.0,1,25.2,101.5,1.9999607626096199,0.45077003320202924,1.9755993160997032,1,True,0.0
direct_three_qubit,0,1.0,1,25.349999999999998,101.5,1.9999607626096199,0.450759282041367,1.9760335732905325,1,True,0.0
direct_three_qubit,0,1.0,1,25.5,101.5,1.9999607626096199,0.45074872420460965,1.9764600236159304,1,True,0.0
direct_three_qubit,0,1.0,1,25.65,101.5,1.9999607626096199,0.4507383567991212,1.976878783817481,1,True,0.0
direct_three_qubit,0,1.0,1,25.8,101.5,1.9999607626096199,0.4507281770373176,1.977289966397144,1,True,0.0
direct_three_qubit,0,1.0,1,25.95,101.5,1.9999607626096199,0.45071818223666643,1.9776936796170832,1,True,0.0
direct_three_qubit,0,1.0,1,26.099999999999998,101.5,1.9999607626096199,0.4507083690585583,1.9780900582434442,1,True,0.0
direct_three_qubit,0,1.0,1,26.25,101.5,1.9999607626096199,0.4506987294777537,1.9784794263517869,1,True,0.0
direct_three_qubit,0,1.0,1,26.4,101.5,1.9999607626096199,0.4506892592369792,1.9788619558251404,1,True,0.0
direct_three_qubit,0,1.0,1,26.55,101.5,1.9999607626096199,0.45067995509052705,1.9792377776903238,1,True,0.0
direct_three_qubit,0,1.0,1,26.7,101.5,1.9999607626096199,0.45067081385778757,1.9796070203479001,1,True,0.0
direct_three_qubit,0,1.0,1,26.849999999999998,101.5,1.9999607626096199,0.45066183242324964,1.9799698095720188,1,True,0.0
direct_three_qubit,0,1.0,1,27.0,101.5,1.9999607626096199,0.4506530077365008,1.9803262685103096,1,True,0.0
direct_three_qubit,0,1.0,1,27.15,101.5,1.9999607626096199,0.45064433681222726,1.9806765176837262,1,True,0.0
direct_three_qubit,0,1.0,1,27.3,101.5,1.9999607626096199,0.45063581673021325,1.9810206749864885,1,True,0.0
direct_three_qubit,0,1.0,1,27.45,101.5,1.9999607626096199,0.45062744463534227,1.9813588556858865,1,True,0.0
direct_three_qubit,0,1.0,1,27.599999999999998,101.5,1.9999607626096199,0.4506192177375956,1.9816911724222441,1,True,0.0
direct_three_qubit,0,1.0,1,27.75,101.5,1.9999607626096199,0.4506111333120537,1.9820177352087593,1,True,0.0
direct_three_qubit,0,1.0,1,27.9,101.5,1.9999607626096199,0.45060318869889493,1.982338651431434,1,True,0.0
direct_three_qubit,0,1.0,1,28.05,101.5,1.9999607626096199,0.4505953813033968,1.9826540258489345,1,True,0.0
direct_three_qubit,0,1.0,1,28.2,101.5,1.9999607626096199,0.4505877085959349,1.982963960592537,1,True,0.0
direct_three_qubit,0,1.0,1,28.349999999999998,101.5,1.9999607626096199,0.4505801681119838,1.9832685551659845,1,True,0.0
direct_three_qubit,0,1.0,1,28.5,101.5,1.9999607626096199,0.4505727574521161,1.983567906445454,1,True,0.0
direct_three_qubit,0,1.0,1,28.65,101.5,1.9999607626096199,0.45056547428200333,1.9838621086794066,1,True,0.0
direct_three_qubit,0,1.0,1,28.799999999999997,101.5,1.9999607626096199,0.45055831633241517,1.984151253488549,1,True,0.0
direct_three_qubit,0,1.0,1,28.95,101.5,1.9999607626096199,0.4505512813992203,1.9844354298657076,1,True,0.0
direct_three_qubit,0,1.0,1,29.099999999999998,101.5,1.9999607626096199,0.4505443673433855,1.9847147241757885,1,True,0.0
direct_three_qubit,0,1.0,1,29.25,101.5,1.9999607626096199,0.45053757209097633,1.984989220155678,1,True,0.0
direct_three_qubit,0,1.0,1,29.4,101.5,1.9999607626096199,0.450530893633157,1.9852589989141534,1,True,0.0
direct_three_qubit,0,1.0,1,29.549999999999997,101.5,1.9999607626096199,0.45052433030504596,1.985524127667311,1,True,0.0
direct_three_qubit,0,1.0,1,29.7,101.5,1.9999607626096199,0.4505178808230185,1.9857846582314693,1,True,0.0
direct_three_qubit,0,1.0,1,29.849999999999998,101.5,1.9999607626096199,0.45051154349803035,1.986040658801344,1,True,0.0
direct_three_qubit,0,1.0,1,30.0,101.5,1.9999607626096199,0.4505053166981554,1.9862921952655948,1,True,0.0
direct_three_qubit,0,1.0,1,30.15,101.5,1.9999607626096199,0.45049919886123213,1.9865393306959274,1,True,0.0
direct_three_qubit,0,1.0,1,30.299999999999997,101.5,1.9999607626096199,0.45049318849486425,1.9867821253470022,1,True,0.0
direct_three_qubit,0,1.0,1,30.45,101.5,1.9999607626096199,0.45048728417642125,1.9870206366563399,1,True,0.0
direct_three_qubit,0,1.0,1,30.599999999999998,101.5,1.9999607626096199,0.45048148455303755,1.9872549192443172,1,True,0.0
direct_three_qubit,0,1.0,1,30.75,101.5,1.9999607626096199,0.4504757883416128,1.9874850249140859,1,True,0.0
direct_three_qubit,0,1.0,1,30.9,101.5,1.9999607626096199,0.45047019432881197,1.9877110026515155,1,True,0.0
direct_three_qubit,0,1.0,1,31.049999999999997,101.5,1.9999607626096199,0.4504647013710653,1.987932898625147,1,True,0.0
direct_three_qubit,0,1.0,1,31.2,101.5,1.9999607626096199,0.45045930839456827,1.988150756186143,1,True,0.0
direct_three_qubit,0,1.0,1,31.349999999999998,101.5,1.9999607626096199,0.45045401439528154,1.9883646158682444,1,True,0.0
direct_three_qubit,0,1.0,1,31.5,101.5,1.9999607626096199,0.4504488184389312,1.9885745153877077,1,True,0.0
direct_three_qubit,0,1.0,1,31.65,101.5,1.9999607626096199,0.4504437196610082,1.9887804896432948,1,True,0.0
direct_three_qubit,0,1.0,1,31.799999999999997,101.5,1.9999607626096199,0.45043871726676926,1.9889825707161848,1,True,0.0
direct_three_qubit,0,1.0,1,31.95,101.5,1.9999607626096199,0.4504338105312362,1.9891807878699546,1,True,0.0
direct_three_qubit,0,1.0,1,32.1,101.5,1.9999607626096199,0.4504289987991956,1.9893751675505684,1,True,0.0
direct_three_qubit,0,1.0,1,32.25,101.5,1.9999607626096199,0.4504242814852001,1.989565733386284,1,True,0.0
direct_three_qubit,0,1.0,1,32.4,101.5,1.9999607626096199,0.45041965807356693,1.9897525061876602,1,True,0.0
direct_three_qubit,0,1.0,1,32.55,101.5,1.9999607626096199,0.4504151281183789,1.9899355039475037,1,True,0.0
direct_three_qubit,0,1.0,1,32.699999999999996,101.5,1.9999607626096199,0.4504106912434841,1.990114741840844,1,True,0.0
direct_three_qubit,0,1.0,1,32.85,101.5,1.9999607626096199,0.4504063469955185,1.9902902381623957,1,True,0.0
direct_three_qubit,0,1.0,1,33.0,101.5,1.9999607626096199,0.45040208866979703,1.9904622637451903,1,True,0.0
direct_three_qubit,0,1.0,1,33.15,101.5,1.9999607626096199,0.45039791168574117,1.9906310036157342,1,True,0.0
direct_three_qubit,0,1.0,1,33.3,101.5,1.9999607626096199,0.45039381459383443,1.9907965163145915,1,True,0.0
direct_three_qubit,0,1.0,1,33.449999999999996,101.5,1.9999607626096199,0.4503897959587187,1.9909588598110572,1,True,0.0
direct_three_qubit,0,1.0,1,33.6,101.5,1.9999607626096199,0.45038585435919454,1.9911180915031206,1,True,0.0
direct_three_qubit,0,1.0,1,33.75,101.5,1.9999607626096199,0.4503819883882207,1.9912742682174651,1,True,0.0
