architecture,input_bit,beta1,expected_output_bit,time,beta_virtual,target_output_beta,output_excited_population,output_beta_effective,decoded_output_bit,is_correct,decoder_threshold,decoding_margin,trace,hermiticity_error,purity,elapsed_seconds
pt_mpo_floquet_buffered_output,0,1.0,1,1.0,101.5,1.9999607626096199,0.46259990604048096,1.4988032433679428,1,True,1.4815464202509727,0.017256823116970077,0.9999998068227236,2.2206850370957012e-15,0.5027973264296532,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,1.2000000000000002,101.5,1.9999607626096199,0.46261294682349796,1.4982786780920727,1,True,1.4815464202509727,0.016732257841099996,0.9999997094622256,2.1438195314715777e-15,0.502795271228693,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,1.4000000000000001,101.5,1.9999607626096199,0.4626283263090256,1.497660041191407,1,True,1.4815464202509727,0.016113620940434226,0.9999996121986376,2.2830860110946136e-15,0.5027928672036577,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,1.6,101.5,1.9999607626096199,0.46264602451439085,1.4969481377630474,1,True,1.4815464202509727,0.015401717512074642,0.9999995147320876,2.373342895125746e-15,0.5027901174512427,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,1.8,101.5,1.9999607626096199,0.46266601862774026,1.4961438868835981,1,True,1.4815464202509727,0.0145974666326254,0.9999994168637519,2.3754782264268072e-15,0.5027870256585595,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,2.0,101.5,1.9999607626096199,0.4626882829774731,1.495248322828873,1,True,1.4815464202509727,0.013701902577900382,0.9999993184069823,2.5903069049526335e-15,0.5027835960090467,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,2.2,101.5,1.9999607626096199,0.4627127890560473,1.4942625941053056,1,True,1.4815464202509727,0.01271617385433288,0.9999992191752908,2.5655747825949326e-15,0.5027798331624821,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,2.4000000000000004,101.5,1.9999607626096199,0.4627395055969543,1.4931879603416698,1,True,1.4815464202509727,0.011641540090697067,0.9999991190061284,2.7835727287170655e-15,0.5027757422651782,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,2.6,101.5,1.9999607626096199,0.46276839870690745,1.492025786959063,1,True,1.4815464202509727,0.010479366708090243,0.9999990177888324,3.0014651554962656e-15,0.5027713289561293,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,2.8000000000000003,101.5,1.9999607626096199,0.46279943205578944,1.4907775375169514,1,True,1.4815464202509727,0.009231117265978694,0.9999989154893768,3.3243422542943835e-15,0.5027665993608964,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,3.0,101.5,1.9999607626096199,0.4628325671113313,1.4894447642596036,1,True,1.4815464202509727,0.007898344008630875,0.9999988121630454,3.774396399966977e-15,0.5027615600657259,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,3.2,101.5,1.9999607626096199,0.4628677633930244,1.488029097888768,1,True,1.4815464202509727,0.006482677637795309,0.999998707952524,3.4270360947601457e-15,0.5027562180731,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,3.4000000000000004,101.5,1.9999607626096199,0.4629049787084416,1.4865322380439172,1,True,1.4815464202509727,0.004985817792944491,0.9999986030710117,3.2152971082815893e-15,0.5027505807438426,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,3.6,101.5,1.9999607626096199,0.46294416933153093,1.4849559461166197,1,True,1.4815464202509727,0.003409525865647023,0.9999984977725606,3.196296648415913e-15,0.5027446557341881,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,3.8000000000000003,101.5,1.9999607626096199,0.4629852900881488,1.4833020417958915,1,True,1.4815464202509727,0.0017556215449188173,0.9999983923142399,3.4336762283993307e-15,0.5027384509378853,36.51361422800983
pt_mpo_floquet_buffered_output,0,1.0,1,4.0,101.5,1.9999607626096199,0.4630282943292595,1.4815724041316305,1,True,1.4815464202509727,2.5983880657776126e-05,0.9999982869165194,3.5042552615548795e-15,0.5027319744430199,36.51361422800983
pt_mpo_direct_output,1,2.0,0,0.0,-98.5,1.000052569303521,0.46257015465625045,1.5000000000000013,1,False,1.2851527987908704,0.21484720120913092,1.0,0.0,0.502801986644914,0.446520954996231
pt_mpo_direct_output,1,2.0,0,0.2,-98.5,1.000052569303521,0.46345084471917686,1.4645785302261043,1,False,1.2851527987908704,0.17942573143523388,1.0,3.9252311467094385e-17,0.5026716815034836,0.446520954996231
pt_mpo_direct_output,1,2.0,0,0.4,-98.5,1.000052569303521,0.46448032388131977,1.4231843509021114,1,False,1.2851527987908704,0.13803155211124096,1.0000000000000007,1.8091977291848911e-16,0.5025232947831526,0.446520954996231
pt_mpo_direct_output,1,2.0,0,0.6000000000000001,-98.5,1.000052569303521,0.4652088808613804,1.393897282631959,1,False,1.2851527987908704,0.10874448384108848,0.9999999805317499,4.729694949277808e-09,0.5024208231189411,0.446520954996231
pt_mpo_direct_output,1,2.0,0,0.8,-98.5,1.000052569303521,0.46577638581001773,1.3710884429252583,1,False,1.2851527987908704,0.08593564413438792,0.9999999485924544,4.676432976948167e-09,0.5023424566102027,0.446520954996231
pt_mpo_direct_output,1,2.0,0,1.0,-98.5,1.000052569303521,0.46626121983835156,1.3516050888250908,1,False,1.2851527987908704,0.06645229003422037,0.9999999051273983,4.651358860128725e-09,0.5022765092992277,0.446520954996231
pt_mpo_direct_output,1,2.0,0,1.2000000000000002,-98.5,1.000052569303521,0.4666975498145699,1.3340730906119294,1,False,1.2851527987908704,0.04892029182105895,0.9999998575289893,4.587720415931927e-09,0.5022179544164482,0.446520954996231
pt_mpo_direct_output,1,2.0,0,1.4000000000000001,-98.5,1.000052569303521,0.4671192621379774,1.3171303839662978,1,False,1.2851527987908704,0.03197758517542737,0.9999998101803953,6.094261247951237e-07,0.5021620835422232,0.446520954996231
pt_mpo_direct_output,1,2.0,0,1.6,-98.5,1.000052569303521,0.4675268260179556,1.300757898770278,1,False,1.2851527987908704,0.01560509997940751,0.9999997630573894,6.028359351159654e-07,0.5021087617257336,0.446520954996231
pt_mpo_direct_output,1,2.0,0,1.8,-98.5,1.000052569303521,0.4679207245301441,1.2849360274164756,0,True,1.2851527987908704,0.00021677137439479743,0.9999997161484625,5.973462110509574e-07,0.5020578577662923,0.446520954996231
pt_mpo_direct_output,1,2.0,0,2.0,-98.5,1.000052569303521,0.46830142023342897,1.2696460046110174,0,True,1.2851527987908704,0.015506794179853012,0.9999996694458635,5.925199351155177e-07,0.5020092484081269,0.446520954996231
pt_mpo_direct_output,1,2.0,0,2.2,-98.5,1.000052569303521,0.46866935739262916,1.2548698164559695,0,True,1.2851527987908704,0.0302829823349009,0.9999996229430145,5.884391014043387e-07,0.5019628176485764,0.446520954996231
pt_mpo_direct_output,1,2.0,0,2.4000000000000004,-98.5,1.000052569303521,0.4690249635933659,1.2405901341221204,0,True,1.2851527987908704,0.04456266466875003,0.9999995766342046,5.850158078720898e-07,0.5019184561675409,0.446520954996231
pt_mpo_direct_output,1,2.0,0,2.6,-98.5,1.000052569303521,0.469368652090043,1.226790218239728,0,True,1.2851527987908704,0.05836258055114252,0.9999995305138885,5.822430330470188e-07,0.5018760607016008,0.446520954996231
pt_mpo_direct_output,1,2.0,0,2.8000000000000003,-98.5,1.000052569303521,0.4697008222864239,1.2134538984132077,0,True,1.2851527987908704,0.07169890037766269,0.999999484576664,5.80111934230082e-07,0.5018355336832767,0.446520954996231
pt_mpo_direct_output,1,2.0,0,3.0,-98.5,1.000052569303521,0.4700218601998333,1.2005655534950577,0,True,1.2851527987908704,0.08458724529581274,0.9999994388172815,5.786127566764304e-07,0.5017967829028414,0.446520954996231
pt_mpo_direct_output,1,2.0,0,3.2,-98.5,1.000052569303521,0.47033213890984704,1.1881100925755699,0,True,1.2851527987908704,0.09704270621530053,0.9999993932306342,5.777386061287264e-07,0.5017597211911496,0.446520954996231
pt_mpo_direct_output,1,2.0,0,3.4000000000000004,-98.5,1.000052569303521,0.4706320189919498,1.176072936660827,0,True,1.2851527987908704,0.1090798621300435,0.999999347811749,5.774788706543511e-07,0.5017242661221651,0.446520954996231
pt_mpo_direct_output,1,2.0,0,3.6,-98.5,1.000052569303521,0.47092184893666733,1.1644400010112783,0,True,1.2851527987908704,0.1207127977795921,0.9999993025557895,5.778235125370985e-07,0.5016903397339402,0.446520954996231
pt_mpo_direct_output,1,2.0,0,3.8000000000000003,-98.5,1.000052569303521,0.4712019655546453,1.1531976781152438,0,True,1.2851527987908704,0.13195512067562665,0.999999257458051,5.787628179064531e-07,0.501657868266853,0.446520954996231
pt_mpo_direct_output,1,2.0,0,4.0,-98.5,1.000052569303521,0.4714726943681443,1.1423328212722903,0,True,1.2851527987908704,0.1428199775185801,0.9999992125139551,5.802841049193505e-07,0.5016267819180075,0.446520954996231
pt_mpo_floquet_buffered_output,1,2.0,0,0.0,-98.5,1.000052569303521,0.46257015465625045,1.5000000000000013,1,False,1.4815464202509727,0.018453579749028615,1.0,0.0,0.502801986644914,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,0.2,-98.5,1.000052569303521,0.46257135227279356,1.4999518253776174,1,False,1.4815464202509727,0.01840540512664468,1.0,1.0656601443906571e-20,0.5028018073413748,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,0.4,-98.5,1.000052569303521,0.46257494347430034,1.4998073679110313,1,False,1.4815464202509727,0.01826094766005859,0.9999999999999996,3.615173853696626e-16,0.5028012697119042,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,0.6000000000000001,-98.5,1.000052569303521,0.4625809139160274,1.4995672049340425,1,False,1.4815464202509727,0.01802078468306978,0.9999999819754962,7.886875282454332e-16,0.5028003566333067,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,0.8,-98.5,1.000052569303521,0.46258925011587304,1.4992318792827646,1,False,1.4815464202509727,0.01768545903179186,0.9999999435379817,6.888333290922469e-16,0.5027990677272589,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,1.0,-98.5,1.000052569303521,0.46259995316094216,1.498801347944485,1,False,1.4815464202509727,0.017254927693512334,0.9999998963684633,7.889205998494303e-16,0.5027974156241737,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,1.2000000000000002,-98.5,1.000052569303521,0.46261300826504315,1.4982762066118278,1,False,1.4815464202509727,0.016729786360855092,0.9999998423316855,8.688792491153008e-16,0.5027954048448182,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,1.4000000000000001,-98.5,1.000052569303521,0.46262840272384054,1.4976569674270523,1,False,1.4815464202509727,0.016110547176079626,0.9999997879303981,8.597105340108565e-16,0.5027930446470679,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,1.6,-98.5,1.000052569303521,0.46264611766753055,1.4969443907242477,1,False,1.4815464202509727,0.015397970473274958,0.999999733320688,1.2957589536331087e-15,0.5027903384513142,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,1.8,-98.5,1.000052569303521,0.4626661316472908,1.4961393407556045,1,False,1.4815464202509727,0.01459292050463179,0.99999967867649,1.5385149169653524e-15,0.5027872901419141,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,2.0,-98.5,1.000052569303521,0.46268842068037314,1.495242783868414,1,False,1.4815464202509727,0.013696363617441198,0.9999996241736295,1.5520415960696642e-15,0.5027839040403776,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,2.2,-98.5,1.000052569303521,0.4627129583140495,1.49425578592274,1,False,1.4815464202509727,0.012709365671767392,0.9999995699851822,1.4106043964326344e-15,0.5027801848875875,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,2.4000000000000004,-98.5,1.000052569303521,0.4627397157235914,1.4931795083392876,1,False,1.4815464202509727,0.011633088088314869,0.9999995162800508,1.2191197529422045e-15,0.5027761378241211,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,2.6,-98.5,1.000052569303521,0.46276866185456955,1.4920152023638644,1,False,1.4815464202509727,0.010468782112891706,0.9999994632196955,1.2319614729984036e-15,0.5027717683617539,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,2.8000000000000003,-98.5,1.000052569303521,0.4627997636110903,1.4907642014835745,1,False,1.4815464202509727,0.009217781232601752,0.9999994109534911,1.3383909643237958e-15,0.502767082346485,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,3.0,-98.5,1.000052569303521,0.46283298607875745,1.4894279124460088,1,False,1.4815464202509727,0.007881492195036088,0.9999993596118799,1.602172497540248e-15,0.5027620859139482,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,3.2,-98.5,1.000052569303521,0.46286829275878805,1.4880078058296748,1,False,1.4815464202509727,0.006461385578702128,0.9999993092979397,1.4596259460855613e-15,0.5027567854414576,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,3.4000000000000004,-98.5,1.000052569303521,0.4629056457814895,1.4865054074446806,1,False,1.4815464202509727,0.004958987193707909,0.9999992600785973,1.78947467235315e-15,0.5027511875027919,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,3.6,-98.5,1.000052569303521,0.46294500606584377,1.484922291901211,1,False,1.4815464202509727,0.003375871650238338,0.9999992119770424,1.889660251541086e-15,0.502745298832342,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,3.8000000000000003,-98.5,1.000052569303521,0.4629863333985824,1.483260079416292,1,False,1.4815464202509727,0.0017136591653192923,0.9999991649677756,1.6487937449294818e-15,0.5027391263040805,34.40380219199869
pt_mpo_floquet_buffered_output,1,2.0,0,4.0,-98.5,1.000052569303521,0.46302958642003084,1.481520436370315,0,True,1.4815464202509727,2.5983880657776126e-05,0.9999991189751878,1.6949115929323272e-15,0.5027326769281257,34.40380219199869
