architecture,initial_state,time,system_excited_population,system_purity,drive_power
direct,excited,1.4285714285714284,0.9709551568124536,0.9435975194564854,0.0
direct,excited,1.5,0.9695882283259057,0.941026208364526,0.0
direct,excited,1.5714285714285714,0.9682290885291609,0.9384769586896975,0.0
direct,excited,1.6428571428571428,0.9668776930615102,0.9359495605568755,0.0
direct,excited,1.7142857142857142,0.9655339978259517,0.9334438062636266,0.0
direct,excited,1.7857142857142856,0.9641979589891906,0.9309594902594605,0.0
direct,excited,1.857142857142857,0.962869532981633,0.9284964091252701,0.0
direct,excited,1.9285714285714284,0.9615486763549059,0.9260543612899315,0.0
direct,excited,2.0,0.9602353458525955,0.9236331471441164,0.0
direct,excited,2.071428571428571,0.9589294985728497,0.9212325693206544,0.0
direct,excited,2.142857142857143,0.9576310918633822,0.9188524324801428,0.0
direct,excited,2.214285714285714,0.9563400833214729,0.9164925432916977,0.0
direct,excited,2.2857142857142856,0.9550564307939672,0.9141527104138893,0.0
direct,excited,2.357142857142857,0.9537800923772765,0.9118327444758592,0.0
direct,excited,2.4285714285714284,0.9525110264173781,0.9095324580586182,0.0
direct,excited,2.5,0.9512491915098147,0.9072516656765228,0.0
direct,excited,2.571428571428571,0.9499945464996958,0.9049901837589338,0.0
direct,excited,2.642857142857143,0.948747050481696,0.9027478306320438,0.0
direct,excited,2.714285714285714,0.9475066628000561,0.9005244265008863,0.0
direct,excited,2.7857142857142856,0.9462733430485826,0.8983197934315157,0.0
direct,excited,2.8571428571428568,0.9450470510706478,0.8961337553333595,0.0
direct,excited,2.9285714285714284,0.9438277467785131,0.893966137620984,0.0
direct,excited,3.0,0.9426153898589299,0.891816766679945,0.0
direct,excited,3.071428571428571,0.9414099406732651,0.8896854714503508,0.0
direct,excited,3.142857142857143,0.9402113598565092,0.8875720826934341,0.0
direct,excited,3.214285714285714,0.9390196082786003,0.8854764329061913,0.0
direct,excited,3.2857142857142856,0.9378346470444245,0.8833983563050316,0.0
direct,excited,3.3571428571428568,0.9366564374938146,0.8813376888095792,0.0
direct,excited,3.4285714285714284,0.9354849412015507,0.879294268026636,0.0
direct,excited,3.5,0.9343201199773608,0.8772679332342981,0.0
direct,excited,3.571428571428571,0.9331619358659196,0.875258525366222,0.0
direct,excited,3.642857142857143,0.9320103511468496,0.8732658869960486,0.0
direct,excited,3.714285714285714,0.9308653283347205,0.8712898623219729,0.0
direct,excited,3.7857142857142856,0.9297268301790499,0.869330297151468,0.0
direct,excited,3.8571428571428568,0.9285948196643016,0.8673870388861504,0.0
direct,excited,3.9285714285714284,0.9274692599429818,0.8654599363924012,0.0
direct,excited,4.0,0.9263501135752056,0.8635488386911814,0.0
direct,excited,4.071428571428571,0.9252373437772395,0.8616535970854444,0.0
direct,excited,4.142857142857142,0.9241309142118221,0.859774064780312,0.0
direct,excited,4.214285714285714,0.9230307887604715,0.8579100964786133,0.0
direct,excited,4.285714285714286,0.9219369315234858,0.8560615483669094,0.0
direct,excited,4.357142857142857,0.9208493068199421,0.8542282781016517,0.0
direct,excited,4.428571428571428,0.9197678791876988,0.8524101447954768,0.0
direct,excited,4.5,0.9186926133833925,0.85060700900363,0.0
direct,excited,4.571428571428571,0.9176234743824407,0.8488187327105223,0.0
direct,excited,4.642857142857142,0.9165604273790398,0.8470451793164164,0.0
direct,excited,4.714285714285714,0.9155034377861667,0.8452862136242458,0.0
direct,excited,4.785714285714286,0.9144524712355777,0.8435417018265547,0.0
direct,excited,4.857142857142857,0.913407493577809,0.8418115114925724,0.0
direct,excited,4.928571428571428,0.9123684708821153,0.8400955115553079,0.0
direct,excited,5.0,0.9113353689499228,0.8383935714983384,0.0
direct,excited,5.071428571428571,0.9103081536597399,0.8367055619193295,0.0
direct,excited,5.142857142857142,0.9092867914736664,0.8350313553496169,0.0
direct,excited,5.214285714285714,0.9082712490446787,0.8333708255930041,0.0
direct,excited,5.285714285714286,0.907261493215442,0.8317238477121431,0.0
direct,excited,5.357142857142857,0.9062574910171239,0.8300902980150571,0.0
direct,excited,5.428571428571428,0.9052592096682075,0.8284700540418004,0.0
direct,excited,5.5,0.904266616573304,0.8268629945512536,0.0
direct,excited,5.571428571428571,0.9032796793219665,0.8252689995080563,0.0
direct,excited,5.642857142857142,0.902298365687502,0.8236879500696701,0.0
direct,excited,5.7142857142857135,0.9013226436257862,0.8221197285735795,0.0
direct,excited,5.785714285714286,0.9003524812740746,0.8205642185246165,0.0
direct,excited,5.857142857142857,0.8993878469498174,0.8190213045824215,0.0
direct,excited,5.928571428571428,0.8984287091494711,0.8174908725490277,0.0
direct,excited,6.0,0.8974750365473125,0.8159728093565748,0.0
direct,excited,6.071428571428571,0.8965267979942514,0.8144670030551477,0.0
direct,excited,6.142857142857142,0.8955839625166439,0.812973342800739,0.0
direct,excited,6.2142857142857135,0.8946464993151053,0.8114917188433348,0.0
direct,excited,6.285714285714286,0.8937143777633234,0.8100220225151218,0.0
direct,excited,6.357142857142857,0.8927875674068713,0.8085641462188149,0.0
direct,excited,6.428571428571428,0.8918660379620206,0.8071179834161035,0.0
direct,excited,6.5,0.8909497593145548,0.8056834286162167,0.0
direct,excited,6.571428571428571,0.8900387015185817,0.8042603773646024,0.0
direct,excited,6.642857142857142,0.8891328347953473,0.8028487262317261,0.0
direct,excited,6.7142857142857135,0.8882321295797477,0.801448372876052,0.0
direct,excited,6.785714285714286,0.8873365566353684,0.8000592162122879,0.0
direct,excited,6.857142857142857,0.8864460867438937,0.7986811559193381,0.0
direct,excited,6.928571428571428,0.8855606908339524,0.7973140926327092,0.0
direct,excited,7.0,0.884680339999184,0.7959579279637756,0.0
direct,excited,7.071428571428571,0.8838050054971728,0.7946125644893696,0.0
direct,excited,7.142857142857142,0.8829346587483801,0.7932779057414765,0.0
direct,excited,7.2142857142857135,0.8820692713350784,0.7919538561970356,0.0
direct,excited,7.285714285714286,0.8812088150002845,0.7906403212678421,0.0
direct,excited,7.357142857142857,0.8803532616466929,0.7893372072905553,0.0
direct,excited,7.428571428571428,0.879502583335609,0.7880444215168019,0.0
direct,excited,7.5,0.8786567522858828,0.7867618721033849,0.0
direct,excited,7.571428571428571,0.8778157408728418,0.7854894681025886,0.0
direct,excited,7.642857142857142,0.8769795216272245,0.784227119452582,0.0
direct,excited,7.7142857142857135,0.8761480672341143,0.7829747369679196,0.0
direct,excited,7.785714285714286,0.875321350531872,0.7817322323301366,0.0
direct,excited,7.857142857142857,0.8744993445110697,0.7804995180784418,0.0
direct,excited,7.928571428571428,0.8736820223134241,0.7792765076005008,0.0
direct,excited,8.0,0.8728693572307294,0.7780631151233146,0.0
direct,excited,8.071428571428571,0.8720613227037916,0.7768592557041898,0.0
